DEBUG: General     , 1759712274657> 17,385,802,747> LoggerManager.init                  > Initializing...
LOG  : Lua         , 1759712311037> 17,385,839,123> Loading: steamapps/workshop/content/108600/2566953935/mods/86oshkoshP19A/media/lua/server/trailerM10xx_server.lua
LOG  : Lua         , 1759712311037> 17,385,839,123> Loading: steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/server/Trailers/TrailerCommands.lua
LOG  : Lua         , 1759712311038> 17,385,839,123> Loading: steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/server/Trailers/Trailers.lua
LOG  : Lua         , 1759712311038> 17,385,839,123> Loading: steamapps/workshop/content/108600/2487022075/mods/TMC_TrueActions/media/lua/server/TrueActionsServer.lua
LOG  : Lua         , 1759712311038> 17,385,839,123> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Tuning2/ATATuning2.lua
LOG  : Lua         , 1759712311039> 17,385,839,124> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Tuning2/ATATuning2Commands.lua
LOG  : Lua         , 1759712311039> 17,385,839,124> Loading: steamapps/workshop/content/108600/2680473910/mods/TheWorkshop(New Version)/media/lua/server/TW.lua
LOG  : Lua         , 1759712311039> 17,385,839,124> Loading: steamapps/workshop/content/108600/2680473910/mods/TheWorkshop(New Version)/media/lua/server/TW_ExperienceFunctions.lua
LOG  : Lua         , 1759712311039> 17,385,839,125> Loading: steamapps/workshop/content/108600/2680473910/mods/TheWorkshop(New Version)/media/lua/server/TW_Oncreate.lua
LOG  : Lua         , 1759712311039> 17,385,839,125> Loading: steamapps/workshop/content/108600/2680473910/mods/TheWorkshop(New Version)/media/lua/server/TW_Propane.lua
LOG  : Lua         , 1759712311039> 17,385,839,125> Loading: steamapps/workshop/content/108600/2478247379/mods/67commando/media/lua/server/Vehicles/67commandoDistro.lua
LOG  : Lua         , 1759712311039> 17,385,839,125> Loading: steamapps/workshop/content/108600/2873290424/mods/70dodge/media/lua/server/Vehicles/70dodgeContainers.lua
LOG  : Lua         , 1759712311039> 17,385,839,125> Loading: steamapps/workshop/content/108600/3488174689/mods/73Winnebago/media/lua/server/Vehicles/73Winnebago.lua
LOG  : Lua         , 1759712311039> 17,385,839,125> Loading: steamapps/workshop/content/108600/2811383142/mods/83amgeneralM923/media/lua/server/Vehicles/83amgeneralM923distro.lua
LOG  : Lua         , 1759712311039> 17,385,839,125> Loading: steamapps/workshop/content/108600/2566953935/mods/86oshkoshP19A/media/lua/server/Vehicles/86oshkoshP19ADistribution.lua
LOG  : Lua         , 1759712311040> 17,385,839,125> Loading: steamapps/workshop/content/108600/2489148104/mods/87cruiser/media/lua/server/Vehicles/87cruiser.lua
LOG  : Lua         , 1759712311040> 17,385,839,125> Loading: steamapps/workshop/content/108600/2409333430/mods/91range/media/lua/server/Vehicles/91range_VehicleDistro.lua
LOG  : Lua         , 1759712311040> 17,385,839,125> Loading: steamapps/workshop/content/108600/2962175696/mods/92fordCVPI/media/lua/server/Vehicles/92fordCVPI_containerDistro.lua
LOG  : Lua         , 1759712311040> 17,385,839,125> Loading: steamapps/workshop/content/108600/2846036306/mods/92nissanGTR/media/lua/server/Vehicles/92nissanGTRdistro.lua
LOG  : Lua         , 1759712311040> 17,385,839,125> Loading: steamapps/workshop/content/108600/3171167894/mods/damnlib/media/lua/server/Vehicles/DAMN_containerDistro.lua
LOG  : Lua         , 1759712311040> 17,385,839,125> Loading: steamapps/workshop/content/108600/2462898835/mods/More Skill Books/media/lua/server/Vehicles/MoreSkillBooksVehicleDistributions.lua
LOG  : Lua         , 1759712311040> 17,385,839,126> Loading: steamapps/workshop/content/108600/3052668642/mods/SOMW/media/lua/server/Vehicles/SOMW_VehicleDistributions.lua
LOG  : Lua         , 1759712311041> 17,385,839,126> Loading: steamapps/workshop/content/108600/2409333430/mods/91range/media/lua/server/Vehicles/TEST.lua
LOG  : Lua         , 1759712311041> 17,385,839,126> Loading: steamapps/workshop/content/108600/2613146550/mods/TrueMusic/media/lua/server/Vehicles/TrueMusicVehicle.lua
LOG  : Lua         , 1759712311041> 17,385,839,126> Loading: steamapps/workshop/content/108600/2297098490/mods/ARSENAL(26)GunFighter[MOD 2.0]/media/lua/server/Vehicles/zzz26VehicleDistribution.lua
LOG  : Lua         , 1759712311041> 17,385,839,127> Loading: steamapps/workshop/content/108600/2462898835/mods/More Skill Books/media/lua/server/XpSystem/XPSystem_MoreSkillBooks.lua
LOG  : Lua         , 1759712311041> 17,385,839,127> Loading: steamapps/workshop/content/108600/2732804047/mods/PlayersOnMap/media/lua/server/zPlayersOnMapServer.lua
LOG  : General     , 1759712311041> 17,385,839,127> luaChecksum: 32043dd4931b986ae881ac7a76cb8554
ERROR: General     , 1759712311170> 17,385,839,256> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Install Fixed Mag"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Detachable Mag"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Fixed Box Mag"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Improvised_FlameThrower"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Improvised_FlameThrower" in recipe "Create Improvised Flame Thrower"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Scrap_Improvised_FlameThrower"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Improvised_FlameThrower" in recipe "Scrap Improvised Flame Thrower"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill M2A1 Canister"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill M2A1 Tank"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill SS2000"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Stock"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Stock" in recipe "Assemble AR7"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Stock"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Stock" in recipe "Take Down AR7"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Stock"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Stock" in recipe "Assemble EDM96 (Taken-Down)"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Stock"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Stock" in recipe "Take-Down EDM96"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Barrel KS23"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Barrel Coachgun"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Stock Coachgun"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Barrel DT11"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Stock DT11_Sawed"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off M1887"
ERROR: General     , 1759712311171> 17,385,839,256> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,256> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Barrel NEF_Handi_38"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Barrel NEF_Handi_357"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Barrel NEF_Handi_410"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Barrel NEF_Handi_45LC"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Install Fixed Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Install Fixed Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Detachable Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Fixed Box Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Detachable Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Fixed Box Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Install Fixed Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Install Fixed Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Detachable Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Fixed Box Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Detachable Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Fixed_MagType"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fixed_MagType" in recipe "Convert to Fixed Box Mag"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Universal_Stock"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Stock" in recipe "Un-Fold SUB2000"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Universal_Stock"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Stock" in recipe "Fold SUB2000"
ERROR: General     , 1759712311171> 17,385,839,257> LuaManager.getFunctionObject> no such function "Universal_Sawoff"
ERROR: General     , 1759712311171> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Universal_Sawoff" in recipe "Saw Off Mosin"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Recipe.OnGiveXP.MetalWelding50"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaGiveXP = "Recipe.OnGiveXP.MetalWelding50" in recipe "Craft Silencer"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "DOFF_M2A1_Tank"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "DOFF_M2A1_Tank" in recipe "Doff M2A1 Fuel-Tank"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "DOFF_M2A1_Tank_Test"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaTest = "DOFF_M2A1_Tank_Test" in recipe "Doff M2A1 Fuel-Tank"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "DON_M2A1_Tank"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "DON_M2A1_Tank" in recipe "Don M2A1 Fuel-Tank"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "DON_M2A1_Tank_Test"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaTest = "DON_M2A1_Tank_Test" in recipe "Don M2A1 Fuel-Tank"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use Explosive Caliber Rounds"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use Incendiary Caliber Rounds"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use 38-Special Rounds"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use 357-Magnum Rounds"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use 45-LongColt Rounds"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use 44-Magnum Rounds"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use 30-06 Rounds"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use 7.62x54r Rounds"
ERROR: General     , 1759712311172> 17,385,839,257> LuaManager.getFunctionObject> no such function "Caliber_MagType"
ERROR: General     , 1759712311172> 17,385,839,257> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Caliber_MagType" in recipe "Use 308 Rounds"
ERROR: General     , 1759712311172> 17,385,839,258> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311172> 17,385,839,258> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill Husqvarna 460 Chainsaw"
ERROR: General     , 1759712311172> 17,385,839,258> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311172> 17,385,839,258> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill Pioneer P21 Chainsaw"
ERROR: General     , 1759712311172> 17,385,839,258> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311172> 17,385,839,258> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill Makita Chainsaw"
ERROR: General     , 1759712311172> 17,385,839,258> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311172> 17,385,839,258> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill Husqvarna 460 Chainsaw"
ERROR: General     , 1759712311172> 17,385,839,258> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311172> 17,385,839,258> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill Pioneer P21 Chainsaw"
ERROR: General     , 1759712311172> 17,385,839,258> LuaManager.getFunctionObject> no such function "Fill_LiquidAmmo"
ERROR: General     , 1759712311172> 17,385,839,258> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Fill_LiquidAmmo" in recipe "Refill Makita Chainsaw"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "EmptyCan_Test"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyCan_Test" in recipe "Use AmmoCan as 5.56x45mm Minigun Magazine"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "EmptyCan_Test"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyCan_Test" in recipe "Use AmmoCan as .308 Minigun Magazine"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "EmptyCan_Test"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyCan_Test" in recipe "Use AmmoCan as .50-BMG Minigun Magazine"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "EmptyMag_Test"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyMag_Test" in recipe "Use Minigun Magazine as AmmoCan"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "MagBase_Test"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaTest = "MagBase_Test" in recipe "Install CP33 (+17)Magbase"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 308 Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 3006 Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 4570 Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 45LC Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 357 Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 45LC Short Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311175> 17,385,839,260> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 357 Short Barrel"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 5.7x28mm Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 380-ACP Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 9mm Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 38-SPC Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 357-MAG Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 45-ACP Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 45-LC Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 44-MAG Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 50-MAG Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 45-70 GOV Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 223-REM Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 5.56x45mm Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 5.45x39mm Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 7.62x39mm Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 308-WIN Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 7.62x51mm Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
